Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
Data Visualisation Fundamentals,Marketing Bootcamp,Wellington,8be3e422aa876f22add5227dc76f3866,hidden,registered,TRUE,studying,Victoria University of Wellington,PhD Physics,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wellington",2017-07-07 14:39:26 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,1b408740335837502f16a4204c22cddd,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science and Infomation Systems,3,FALSE,Wellington,2017-07-07 14:41:29 +1200
Git Masterclass,Code Bootcamp,Wellington,1b408740335837502f16a4204c22cddd,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Science and Infomation Systems,3,FALSE,Wellington,2017-07-07 14:42:14 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,799528b3c626ff77f64cbcf2bdfed6e2,available,registered,TRUE,studying,Auckland University,BEng in Software Engineering,3,FALSE,"Auckland, Tauranga, Wellington",2017-07-07 14:56:30 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,e90cbde30188da979c323c2991501062,available,registered,FALSE,graduated,Auckland University,Bachelor of Commerce ,1,TRUE,"Auckland, Wellington",2017-07-07 15:05:25 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,122b3ffdea7afd18617dcd547b3579ec,preparing,registered,TRUE,studying,Whitireia New Zealand,Information Technology ,2,FALSE,,2017-07-07 15:40:05 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,97a64da929e5685ca650133784d8207d,available,registered,FALSE,studying,Auckland University of Technology,BSc in Computer and Information Science,3,TRUE,Auckland,2017-07-07 15:47:50 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,2c9c6fdb7d8f98a0e73e920ff9b0147b,hidden,registered,TRUE,studying,Victoria University of Wellington,BE in Network Engineering,3,FALSE,,2017-07-07 15:56:36 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,492f0a68dfabc1263a3a5af9de41512b,available,registered,TRUE,studying,Victoria University of Wellington,BE in software engineering,2,FALSE,"Dunedin, Wellington",2017-07-07 15:58:09 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,5efef10abd641dcad06d8299badd2f2c,preparing,registered,TRUE,studying,Yoobee School of Design,Diploma of Web Development UX,2,TRUE,Wellington,2017-07-07 15:59:37 +1200
Agile Masterclass,Code Bootcamp,Wellington,8be3e422aa876f22add5227dc76f3866,hidden,waitlisted,FALSE,studying,Victoria University of Wellington,PhD Physics,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wellington",2017-07-07 16:00:45 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,5509c51e5f1c118467adb59814e85462,hidden,registered,TRUE,studying,Massey University (Wellington),Masters Fine Art,6,TRUE,Wellington,2017-07-07 16:07:11 +1200
Mobile Driven Development,Code Bootcamp,Auckland,d9817534cdb1c8b4f2aef7e87b0942ae,available,registered,FALSE,studying,Auckland University,Bsc Computer Science,2,FALSE,Auckland,2017-07-07 16:43:31 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,a173f6bab1269e2786528312c5686abd,available,registered,FALSE,studying,Auckland University,BSc in Computer Science and Pyschology ,2,FALSE,"Auckland, Wellington",2017-07-07 17:11:07 +1200
Mobile Driven Development,Code Bootcamp,Auckland,c0b98da71acf3f80dd10b056d644c521,available,registered,TRUE,studying,Auckland University,Bachelor of Arts in Economics,1,FALSE,Auckland,2017-07-07 17:16:12 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,c0b98da71acf3f80dd10b056d644c521,available,registered,TRUE,studying,Auckland University,Bachelor of Arts in Economics,1,FALSE,Auckland,2017-07-07 17:18:41 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,9c6e8da6a7d34b9804e2dd87b04feefa,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering with Honours – BE(Hons),2,FALSE,Wellington,2017-07-07 17:28:10 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,0acf53b94eaf998a956712c079afc4d8,available,registered,TRUE,studying,Yoobee School of Design,Diploma in Web & UX Design,1,TRUE,Wellington,2017-07-07 17:51:57 +1200
Mobile Driven Development,Code Bootcamp,Auckland,10586e1eb870d8ff288fd7f6a79c721a,hidden,registered,TRUE,studying,Auckland University,"BA/BSc in Computer Science, Japanese, Korean",3,FALSE,"Auckland, Tauranga",2017-07-07 17:53:01 +1200
Alphero Design Day - Registrations of interest,Hackfest: Designers,Wellington,0acf53b94eaf998a956712c079afc4d8,available,registered,FALSE,studying,Yoobee School of Design,Diploma in Web & UX Design,1,TRUE,Wellington,2017-07-07 17:54:26 +1200
Mobile Driven Development,Code Bootcamp,Auckland,d470588bbcedeb4f76aad36e8d6c749d,preparing,registered,FALSE,studying,Auckland University,Masters of Information technology,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 17:57:20 +1200
Git Masterclass,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-07 18:02:24 +1200
Agile Masterclass,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-07 18:02:52 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-07 18:03:02 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,6d6f6016f65f8a2c87bb9e9b4724cc8d,preparing,registered,FALSE,studying,Auckland University,Bsc in Computer Science,1,FALSE,,2017-07-07 18:38:52 +1200
Mobile Driven Development,Code Bootcamp,Auckland,6d6f6016f65f8a2c87bb9e9b4724cc8d,preparing,registered,TRUE,studying,Auckland University,Bsc in Computer Science,1,FALSE,,2017-07-07 18:39:27 +1200
DevOps Masterclass: Ansible and the Cloud,Code Bootcamp,Wellington,65ebb9e3c98f590b7be482cbe205ccef,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor Degree in Computer Science,1,TRUE,Wellington,2017-07-07 18:59:02 +1200
Field Trip - You will visit three High Value Manufacturers in the Hutt ,Code Bootcamp,Wellington,2d5697614e527a347b981decd9094826,available,registered,TRUE,studying,Victoria University of Wellington,Bachelor of Engineering majoring in Software ,1,FALSE,"Auckland, Christchurch, Hamilton, Tauranga, Wellington",2017-07-07 19:13:24 +1200
Ruby Masterclass,Code Bootcamp,Wellington,2d5697614e527a347b981decd9094826,available,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering majoring in Software ,1,FALSE,"Auckland, Christchurch, Hamilton, Tauranga, Wellington",2017-07-07 19:20:32 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,e832cf3ff6a0ab3a31eff1a0a6aa31f2,preparing,registered,FALSE,graduated,Wellington Institute of Technology (Weltec),Graduate diploma in IT,,,,2017-07-07 19:28:30 +1200
Field Trip - You will visit three High Value Manufacturers in the Hutt ,Code Bootcamp,Wellington,4a4d7d651a9631a33fab68e3e35d30be,available,registered,TRUE,studying,Whitireia New Zealand,postgraduate diploma in IT,1,TRUE,"Auckland, Dunedin, Hamilton, Wellington",2017-07-07 19:42:23 +1200
Alphero Design Day - Registrations of interest,Hackfest: Designers,Wellington,423aebb1b5eaeadeb41846f47b54cf00,available,registered,FALSE,studying,Massey University (Wellington),Bachelor of Design (Honors),4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 19:44:39 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,423aebb1b5eaeadeb41846f47b54cf00,available,registered,TRUE,studying,Massey University (Wellington),Bachelor of Design (Honors),4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 19:47:24 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,0e1c3327fb9b06cc5e858df7792ff577,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) Software,2,FALSE,"Auckland, Wellington",2017-07-07 19:52:07 +1200
Git Masterclass,Code Bootcamp,Wellington,0e1c3327fb9b06cc5e858df7792ff577,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) Software,2,FALSE,"Auckland, Wellington",2017-07-07 19:58:32 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,67f848fdafe9d93f2914b1708b1ecce7,preparing,registered,TRUE,studying,Victoria University of Wellington,Conjoint degree in Computer Science + International Business,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 20:37:13 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,67f848fdafe9d93f2914b1708b1ecce7,preparing,registered,TRUE,studying,Victoria University of Wellington,Conjoint degree in Computer Science + International Business,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 20:38:01 +1200
Ruby Masterclass,Code Bootcamp,Wellington,67f848fdafe9d93f2914b1708b1ecce7,preparing,late_withdrawal,FALSE,studying,Victoria University of Wellington,Conjoint degree in Computer Science + International Business,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 20:40:31 +1200
Agile Masterclass,Code Bootcamp,Wellington,67f848fdafe9d93f2914b1708b1ecce7,preparing,waitlisted,FALSE,studying,Victoria University of Wellington,Conjoint degree in Computer Science + International Business,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-07-07 20:44:06 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,29db369c4b3d77fbfcc8efe978af32ca,available,registered,FALSE,studying,Auckland University,"BSc Computer Science, BCom Information Systems",2,FALSE,Auckland,2017-07-07 20:52:44 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,343945683fa303b31af8bf81f0c70b4c,available,registered,FALSE,studying,Wellington Institute of Technology (Weltec),Graduate Diploma in Information Technology,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-07 20:56:38 +1200
Mobile Driven Development,Code Bootcamp,Auckland,ed08cd1ba563964facdd18321d3300b5,available,registered,FALSE,studying,Auckland University,Bachelor of Engineering (Honours),2,FALSE,Auckland,2017-07-07 21:52:54 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,985ebfa4e5c437ab9f5290db4cb089fc,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science & Media Design,3,FALSE,"Auckland, Wellington",2017-07-07 22:17:32 +1200
Git Masterclass,Code Bootcamp,Wellington,80f52a08baa96b5483c6135336482371,preparing,registered,FALSE,studying,Victoria University of Wellington,Software Engineering ,1,FALSE,Wellington,2017-07-07 22:20:52 +1200
Alphero Design Day - Registrations of interest,Hackfest: Designers,Wellington,638dccca1718d6e8f84a6864c3c22a4e,available,registered,FALSE,studying,Massey University (Wellington),Bachelor of Design w/ Honors,4,FALSE,"Christchurch, Wellington",2017-07-07 22:50:15 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,6f13a8eee7c9104ec5d1af200eb9ac17,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-07-07 23:19:14 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,6f13a8eee7c9104ec5d1af200eb9ac17,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-07-07 23:19:46 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,6f13a8eee7c9104ec5d1af200eb9ac17,preparing,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-07-07 23:19:54 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,6f13a8eee7c9104ec5d1af200eb9ac17,preparing,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-07-07 23:20:09 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,6f13a8eee7c9104ec5d1af200eb9ac17,preparing,registered,TRUE,studying,Victoria University of Wellington,BE in Software Engineering,2,FALSE,Wellington,2017-07-07 23:25:30 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,da1670885737f020431302c36f1164e6,available,registered,FALSE,graduated,Enspiral Dev Academy, Web Developer Bootcamp,1,TRUE,Wellington,2017-07-08 01:13:29 +1200
Git Masterclass,Code Bootcamp,Wellington,da1670885737f020431302c36f1164e6,available,registered,FALSE,graduated,Enspiral Dev Academy, Web Developer Bootcamp,1,TRUE,Wellington,2017-07-08 01:15:45 +1200
Mobile Driven Development,Code Bootcamp,Auckland,1142318c87b9c99368d1f40d7d5d5ac1,hidden,registered,FALSE,studying,Auckland University,BSc in Computer Science/BCom in Finance,3,FALSE,,2017-07-08 09:04:57 +1200
Field Trip - You will visit three High Value Manufacturers in the Hutt ,Code Bootcamp,Wellington,c2ba86c3e1fc56231925470789ff5f9d,preparing,registered,FALSE,studying,Victoria University of Wellington,BE,2,FALSE,,2017-07-08 10:28:37 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,bc7e79a016caa2f978ef817d107515fb,available,registered,FALSE,studying,Whitireia New Zealand,Postgraduate Diploma in Information Technology,1,TRUE,Wellington,2017-07-08 12:17:19 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,bc7e79a016caa2f978ef817d107515fb,available,registered,TRUE,studying,Whitireia New Zealand,Postgraduate Diploma in Information Technology,1,TRUE,Wellington,2017-07-08 12:17:29 +1200
Mobile Driven Development,Code Bootcamp,Auckland,bf7073177d735a82fbb72aad0ba22bd0,available,registered,TRUE,studying,Auckland University,Bachelor of Science (Honours),1,TRUE,"Auckland, Hamilton",2017-07-08 12:46:32 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,f6649a911a924ce4b74e6f43a43bd8e7,hidden,registered,TRUE,studying,Auckland University,"BE (Hons) in Computer Systems Engineering, BCom in Marketing & Finance",3,FALSE,"Auckland, Wellington",2017-07-08 14:58:53 +1200
Git Masterclass,Code Bootcamp,Wellington,c76bce4a9f113d1c55068c13765a54d8,available,registered,TRUE,graduated,Enspiral Dev Academy,Web Developer Bootcamp,1,TRUE,Wellington,2017-07-08 18:39:29 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,d5a9e2f02687c6fa813e09f8f9efa764,available,registered,TRUE,studying,Victoria University of Wellington,"BCom in Information Systems, Accounting and Commercial Law",4,TRUE,"Auckland, Wellington",2017-07-08 19:59:17 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,d5a9e2f02687c6fa813e09f8f9efa764,available,registered,TRUE,studying,Victoria University of Wellington,"BCom in Information Systems, Accounting and Commercial Law",4,TRUE,"Auckland, Wellington",2017-07-08 20:04:24 +1200
Agile Masterclass,Code Bootcamp,Wellington,d5a9e2f02687c6fa813e09f8f9efa764,available,waitlisted,FALSE,studying,Victoria University of Wellington,"BCom in Information Systems, Accounting and Commercial Law",4,TRUE,"Auckland, Wellington",2017-07-08 20:14:27 +1200
Data Visualisation Fundamentals,Marketing Bootcamp,Wellington,0b207315861cad9120dec4b3e8b53c00,available,registered,TRUE,studying,Victoria University of Wellington,BCom in marketing ,2,FALSE,Wellington,2017-07-08 21:35:13 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,e259909d26ed34c40c2dca68fb5f066d,preparing,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with (Honours),1,FALSE,Wellington,2017-07-08 22:28:14 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,e259909d26ed34c40c2dca68fb5f066d,preparing,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with (Honours),1,FALSE,Wellington,2017-07-08 22:29:43 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,e259909d26ed34c40c2dca68fb5f066d,preparing,waitlisted,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with (Honours),1,FALSE,Wellington,2017-07-08 22:31:53 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,e259909d26ed34c40c2dca68fb5f066d,preparing,registered,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering with (Honours),1,FALSE,Wellington,2017-07-08 22:32:20 +1200
Ruby Masterclass,Code Bootcamp,Wellington,a4edc26faf5b085e4c0794375b682e8c,hidden,registered,TRUE,studying,Victoria University of Wellington,BE(Hons)  in Software Engineering,3,FALSE,,2017-07-08 23:19:13 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,a4edc26faf5b085e4c0794375b682e8c,hidden,registered,TRUE,studying,Victoria University of Wellington,BE(Hons)  in Software Engineering,3,FALSE,,2017-07-08 23:19:25 +1200
Mobile Driven Development,Code Bootcamp,Auckland,bf5f8ef10bb6d329d1ed9b176373e3ca,hidden,registered,TRUE,studying,Auckland University,"BE/BCom - Engineering Science, Finance, Economics",2,FALSE,Auckland,2017-07-08 23:26:04 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,bf5f8ef10bb6d329d1ed9b176373e3ca,hidden,registered,FALSE,studying,Auckland University,"BE/BCom - Engineering Science, Finance, Economics",2,FALSE,Auckland,2017-07-08 23:27:14 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,bf5f8ef10bb6d329d1ed9b176373e3ca,hidden,registered,TRUE,studying,Auckland University,"BE/BCom - Engineering Science, Finance, Economics",2,FALSE,Auckland,2017-07-08 23:30:41 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,f9e1dd162aa1c0c93ed1152c2b9a5bfa,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,BSc/BCom in Computer Science and Finance,2,FALSE,Wellington,2017-07-09 12:24:43 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,f9e1dd162aa1c0c93ed1152c2b9a5bfa,hidden,registered,TRUE,studying,Victoria University of Wellington,BSc/BCom in Computer Science and Finance,2,FALSE,Wellington,2017-07-09 12:38:19 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,2f7146333863e5a4f9f1f538fb823da2,available,waitlisted,FALSE,studying,Wellington ICT Graduate School (WICTGS),Master of Software Development ,1,FALSE,Wellington,2017-07-09 12:51:28 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 17:27:14 +1200
Field Trip - You will visit three High Value Manufacturers in the Hutt ,Code Bootcamp,Wellington,731c6c25a8be9ea4cc1f7ff111d454d3,hidden,waitlisted,FALSE,studying,Victoria University of Wellington,BE in Electronic and Computer Systems,3,FALSE,Wellington,2017-07-09 17:34:26 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,731c6c25a8be9ea4cc1f7ff111d454d3,hidden,registered,TRUE,studying,Victoria University of Wellington,BE in Electronic and Computer Systems,3,FALSE,Wellington,2017-07-09 17:36:05 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,731c6c25a8be9ea4cc1f7ff111d454d3,hidden,registered,TRUE,studying,Victoria University of Wellington,BE in Electronic and Computer Systems,3,FALSE,Wellington,2017-07-09 17:37:18 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,fce88b31b0fadcfcb5e92fff90e0a10c,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Computer Graphics,2,FALSE,Wellington,2017-07-09 20:09:20 +1200
Git Masterclass,Code Bootcamp,Wellington,fce88b31b0fadcfcb5e92fff90e0a10c,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Computer Graphics,2,FALSE,Wellington,2017-07-09 20:09:22 +1200
AWS Masterclass,Code Bootcamp,Wellington,fce88b31b0fadcfcb5e92fff90e0a10c,preparing,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Computer Graphics,2,FALSE,Wellington,2017-07-09 20:09:23 +1200
Agile Masterclass,Code Bootcamp,Wellington,fce88b31b0fadcfcb5e92fff90e0a10c,preparing,waitlisted,FALSE,studying,Victoria University of Wellington,BSc in Computer Science and Computer Graphics,2,FALSE,Wellington,2017-07-09 20:09:25 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,d281a9093f2b3571743a71cd1b9dd557,hidden,registered,TRUE,studying,University of Canterbury,BE (Hons) in Software Engineering,3,FALSE,"Auckland, Christchurch, Wellington",2017-07-09 21:22:20 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,848bd7671184901fd5b63a871de51562,available,registered,FALSE,studying,University of Otago,MSc in Marine Science,6,TRUE,"Auckland, Wellington",2017-07-09 21:51:58 +1200
Agile Masterclass,Code Bootcamp,Wellington,f0341aeb6c573abc8725a7f4baa24ca5,hidden,waitlisted,FALSE,studying,Yoobee School of Design,Diploma of Web and UX Design,1,TRUE,,2017-07-09 22:32:35 +1200
Git Masterclass,Code Bootcamp,Wellington,f0341aeb6c573abc8725a7f4baa24ca5,hidden,registered,TRUE,studying,Yoobee School of Design,Diploma of Web and UX Design,1,TRUE,,2017-07-09 22:34:04 +1200
Alphero Design Day - Registrations of interest,Hackfest: Designers,Wellington,254533ea39d6a007652042341d8f4c3c,available,registered,FALSE,studying,Wellington Institute of Technology (Weltec),Graduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-09 23:00:20 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,2da635e819715558cdf9de1cc1c55416,hidden,registered,FALSE,studying,Auckland University,BE in Computer Systems,3,FALSE,Auckland,2017-07-09 23:04:42 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,waitlisted,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:05:23 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:06:55 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:07:09 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:07:30 +1200
Ruby Masterclass,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:08:54 +1200
JavaScript Masterclass,Code Bootcamp,Wellington,609544ed0074872b721ecef1d0b7b3e7,hidden,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,Wellington,2017-07-09 23:10:00 +1200
DevOps Masterclass: Ansible and the Cloud,Code Bootcamp,Wellington,37f75a8cf3e87e570bd415198a6fa1d2,available,registered,TRUE,graduated,Whitireia New Zealand,PostGraduate Diploma in Information Technology (Level 8 ),1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 00:44:23 +1200
Git Masterclass,Code Bootcamp,Wellington,0acf53b94eaf998a956712c079afc4d8,available,registered,FALSE,studying,Yoobee School of Design,Diploma in Web & UX Design,1,TRUE,Wellington,2017-07-10 08:47:55 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,5433d4e0237eeea813d105840dcabd8c,available,registered,FALSE,graduated,Wellington Institute of Technology (Weltec),Bachelor Information Technology - Information Assurance Security & Certificate in Web Technologies,1,TRUE,"Masterton, Wellington",2017-07-10 09:00:23 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,5433d4e0237eeea813d105840dcabd8c,available,registered,FALSE,graduated,Wellington Institute of Technology (Weltec),Bachelor Information Technology - Information Assurance Security & Certificate in Web Technologies,1,TRUE,"Masterton, Wellington",2017-07-10 09:04:09 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,1baf72b8b9ab57b7314776935ca22ee8,available,waitlisted,FALSE,studying,Whitireia New Zealand,Post graduate diploma in information technology,1,TRUE,"Christchurch, Dunedin, Hamilton, Kaitaia, New Plymouth, PalmerstonNorth, Wanaka, Wellington",2017-07-10 10:30:52 +1200
Field Trip - Weta  Datacentre Tour,Code Bootcamp,Wellington,5433d4e0237eeea813d105840dcabd8c,available,registered,TRUE,graduated,Wellington Institute of Technology (Weltec),Bachelor Information Technology - Information Assurance Security & Certificate in Web Technologies,1,TRUE,"Masterton, Wellington",2017-07-10 10:34:50 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,1027fa9e1a016e15ab7993f3393e5d43,available,registered,FALSE,graduated,Unitec Institute of Technology,Graduate Diploma in Computing ,2,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-07-10 11:39:28 +1200
Field Trip: Trade Me Datacentre,Code Bootcamp,Wellington,e7e81f6e5d636b834531973428423dea,available,registered,TRUE,studying,Victoria University of Wellington,BEHONS majoring in Software Engineering,1,FALSE,"New Plymouth, Wellington",2017-07-10 12:27:50 +1200
Network Penetration - from protocols to people,Career Bootcamp,Wellington,35a456f618385df44356c6e943de4b4d,available,registered,FALSE,studying,Victoria University of Wellington,BSC Computer Science Minor Maths conjoint BCOM I,3,FALSE,"Auckland, Wellington",2017-07-10 12:42:07 +1200
Security 101 - a day in the life of a security consultant,Code Bootcamp,Wellington,35a456f618385df44356c6e943de4b4d,available,registered,FALSE,studying,Victoria University of Wellington,BSC Computer Science Minor Maths conjoint BCOM I,3,FALSE,"Auckland, Wellington",2017-07-10 12:42:22 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,a173f6bab1269e2786528312c5686abd,available,registered,TRUE,studying,Auckland University,BSc in Computer Science and Pyschology ,2,FALSE,"Auckland, Wellington",2017-07-10 14:01:33 +1200
Mobile Driven Development,Code Bootcamp,Auckland,a173f6bab1269e2786528312c5686abd,available,registered,TRUE,studying,Auckland University,BSc in Computer Science and Pyschology ,2,FALSE,"Auckland, Wellington",2017-07-10 14:02:22 +1200
Fantastic Jobs and Where to find Them,Career Bootcamp,Auckland,316ac5c33da9068522ae2e8ae1bd74d5,available,registered,TRUE,studying,Auckland University,Master of Infomation Technology,1,FALSE,"Auckland, Christchurch, Hamilton, Wellington",2017-07-10 14:09:44 +1200
